topic,stem,example_word,n,doc_freq,tf,idf,tf_idf
supervision,abund,abundant,609,704,4.862864428370286e-5,0,0
supervision,creativ,creative,609,710,4.862864428370286e-5,0,0
supervision,surcharg,surcharge,609,211,4.862864428370286e-5,0,0
supervision,classif,classification,608,394,4.854879429308923e-5,0,0
supervision,confin,confined,608,672,4.854879429308923e-5,0,0
supervision,sweden,sweden,608,507,4.854879429308923e-5,0,0
supervision,viabil,viability,608,551,4.854879429308923e-5,0,0
supervision,carney,carney,606,378,4.8389094311861964e-5,0,0
supervision,devis,devise,605,603,4.830924432124833e-5,0,0
supervision,competitor,competitors,604,624,4.8229394330634696e-5,0,0
supervision,english,english,604,695,4.8229394330634696e-5,0,0
supervision,deserv,deserve,603,731,4.8149544340021066e-5,0,0
supervision,earthquak,earthquake,603,244,4.8149544340021066e-5,0,0
supervision,hinder,hinder,603,709,4.8149544340021066e-5,0,0
supervision,multipli,multiplier,603,573,4.8149544340021066e-5,0,0
supervision,pan,pan,603,408,4.8149544340021066e-5,0,0
supervision,phone,phone,603,509,4.8149544340021066e-5,0,0
supervision,reiter,reiterate,603,705,4.8149544340021066e-5,0,0
supervision,secretari,secretary,602,574,4.806969434940743e-5,0,0
supervision,hong,hong,601,463,4.79898443587938e-5,0,0
supervision,print,printing,601,587,4.79898443587938e-5,0,0
supervision,riskier,riskier,601,543,4.79898443587938e-5,0,0
supervision,ukrain,ukraine,599,406,4.783014437756653e-5,0,0
supervision,clearer,clearer,597,694,4.767044439633926e-5,0,0
supervision,famous,famous,597,714,4.767044439633926e-5,0,0
supervision,vigor,vigorous,597,742,4.767044439633926e-5,0,0
supervision,discretionari,discretionary,596,514,4.7590594405725626e-5,0,0
supervision,tender,tender,596,431,4.7590594405725626e-5,0,0
supervision,embodi,embodied,595,683,4.7510744415111995e-5,0,0
supervision,sme,sme,595,236,4.7510744415111995e-5,0,0
supervision,web,web,594,461,4.743089442449836e-5,0,0
supervision,stringent,stringent,593,532,4.735104443388473e-5,0,0
supervision,precondit,precondition,592,617,4.727119444327109e-5,0,0
supervision,frontier,frontier,591,467,4.719134445265746e-5,0,0
supervision,econometr,econometric,590,499,4.711149446204382e-5,0,0
supervision,lcr,lcr,590,131,4.711149446204382e-5,0,0
supervision,consecut,consecutive,588,630,4.695179448081656e-5,0,0
supervision,render,rendered,588,613,4.695179448081656e-5,0,0
supervision,junctur,juncture,586,645,4.6792094499589294e-5,0,0
supervision,privaci,privacy,586,292,4.6792094499589294e-5,0,0
supervision,bolster,bolster,585,658,4.671224450897566e-5,0,0
supervision,tankan,tankan,585,284,4.671224450897566e-5,0,0
supervision,dilemma,dilemma,584,521,4.663239451836203e-5,0,0
supervision,wall,wall,584,579,4.663239451836203e-5,0,0
supervision,curb,curb,583,576,4.655254452774839e-5,0,0
supervision,devic,devices,582,554,4.647269453713476e-5,0,0
supervision,daniel,daniel,581,446,4.639284454652112e-5,0,0
supervision,immigr,immigration,581,319,4.639284454652112e-5,0,0
supervision,pretti,pretty,581,648,4.639284454652112e-5,0,0
supervision,thrift,thrift,581,291,4.639284454652112e-5,0,0
supervision,clean,clean,580,529,4.631299455590749e-5,0,0
supervision,symmetr,symmetric,580,539,4.631299455590749e-5,0,0
supervision,reassess,reassessment,579,577,4.6233144565293855e-5,0,0
supervision,thousand,thousand,579,653,4.6233144565293855e-5,0,0
supervision,fade,fade,578,649,4.6153294574680224e-5,0,0
supervision,changeov,changeover,576,271,4.5993594593452957e-5,0,0
supervision,conscious,conscious,576,652,4.5993594593452957e-5,0,0
supervision,foremost,foremost,576,676,4.5993594593452957e-5,0,0
supervision,iosco,iosco,576,271,4.5993594593452957e-5,0,0
supervision,honor,honor,575,897,4.591374460283932e-5,0,0
supervision,profess,profession,575,473,4.591374460283932e-5,0,0
supervision,tariff,tariffs,575,408,4.591374460283932e-5,0,0
supervision,focuss,focussed,574,539,4.583389461222569e-5,0,0
supervision,san,san,573,437,4.575404462161205e-5,0,0
supervision,afternoon,afternoon,572,767,4.567419463099842e-5,0,0
supervision,tell,tells,571,754,4.5594344640384784e-5,0,0
supervision,certif,certificates,570,438,4.5514494649771154e-5,0,0
supervision,represent,representation,570,483,4.5514494649771154e-5,0,0
supervision,scrutini,scrutiny,570,579,4.5514494649771154e-5,0,0
supervision,truth,truth,570,576,4.5514494649771154e-5,0,0
supervision,netherland,netherlands,568,494,4.5354794668543886e-5,0,0
supervision,overse,oversee,568,495,4.5354794668543886e-5,0,0
supervision,welcom,welcomed,567,731,4.5274944677930256e-5,0,0
supervision,wisdom,wisdom,566,633,4.519509468731662e-5,0,0
supervision,artifici,artificial,564,557,4.503539470608935e-5,0,0
supervision,eur,eur,564,310,4.503539470608935e-5,0,0
supervision,faith,faith,563,546,4.495554471547572e-5,0,0
supervision,friedman,friedman,563,370,4.495554471547572e-5,0,0
supervision,kong,kong,563,441,4.495554471547572e-5,0,0
supervision,usa,usa,563,432,4.495554471547572e-5,0,0
supervision,send,send,562,671,4.4875694724862083e-5,0,0
supervision,vacanc,vacancies,562,385,4.4875694724862083e-5,0,0
supervision,transitori,transitory,561,523,4.479584473424845e-5,0,0
supervision,vaccin,vaccination,561,288,4.479584473424845e-5,0,0
supervision,wane,waning,561,545,4.479584473424845e-5,0,0
supervision,bulk,bulk,560,679,4.4715994743634816e-5,0,0
supervision,inappropri,inappropriate,560,582,4.4715994743634816e-5,0,0
supervision,articul,articulated,559,543,4.4636144753021185e-5,0,0
supervision,ceo,ceo,558,375,4.455629476240755e-5,0,0
supervision,chamber,chamber,557,604,4.447644477179392e-5,0,0
supervision,coher,coherent,557,527,4.447644477179392e-5,0,0
supervision,confus,confusion,557,613,4.447644477179392e-5,0,0
supervision,modif,modifications,557,382,4.447644477179392e-5,0,0
supervision,dispar,disparities,556,465,4.439659478118028e-5,0,0
supervision,legitim,legitimate,555,567,4.431674479056665e-5,0,0
supervision,loosen,loosening,555,555,4.431674479056665e-5,0,0
supervision,talent,talent,555,428,4.431674479056665e-5,0,0
supervision,bundesbank,bundesbank,554,431,4.423689479995301e-5,0,0
supervision,proxi,proxy,553,453,4.415704480933938e-5,0,0
supervision,wise,wise,553,581,4.415704480933938e-5,0,0
supervision,farmer,farmers,552,320,4.407719481872575e-5,0,0
supervision,upsw,upswing,552,511,4.407719481872575e-5,0,0
supervision,singapor,singapore,551,462,4.3997344828112115e-5,0,0
supervision,squeez,squeeze,551,597,4.3997344828112115e-5,0,0
supervision,behav,behave,550,654,4.3917494837498485e-5,0,0
supervision,compel,compelling,550,649,4.3917494837498485e-5,0,0
supervision,pilot,pilot,550,417,4.3917494837498485e-5,0,0
supervision,upcom,upcoming,550,476,4.3917494837498485e-5,0,0
supervision,absorpt,absorption,549,497,4.383764484688485e-5,0,0
supervision,guard,guard,549,612,4.383764484688485e-5,0,0
supervision,abus,abuse,548,364,4.375779485627122e-5,0,0
supervision,bottleneck,bottlenecks,548,515,4.375779485627122e-5,0,0
supervision,boundari,boundaries,548,502,4.375779485627122e-5,0,0
supervision,eurostat,eurostat,548,311,4.375779485627122e-5,0,0
supervision,thailand,thailand,547,395,4.367794486565758e-5,0,0
supervision,loos,loose,546,573,4.359809487504395e-5,0,0
supervision,journey,journey,541,558,4.319884492197578e-5,0,0
supervision,career,career,540,606,4.311899493136215e-5,0,0
supervision,omt,omts,540,149,4.311899493136215e-5,0,0
supervision,peter,peter,539,586,4.303914494074851e-5,0,0
supervision,arguabl,arguably,538,636,4.295929495013488e-5,0,0
supervision,celebr,celebrate,538,768,4.295929495013488e-5,0,0
supervision,entrust,entrusted,538,479,4.295929495013488e-5,0,0
supervision,farm,farm,538,391,4.295929495013488e-5,0,0
supervision,lisbon,lisbon,538,280,4.295929495013488e-5,0,0
supervision,telecommun,telecommunications,538,567,4.295929495013488e-5,0,0
supervision,hundr,hundred,537,676,4.287944495952124e-5,0,0
supervision,pound,pound,537,404,4.287944495952124e-5,0,0
supervision,rmb,rmb,537,160,4.287944495952124e-5,0,0
supervision,span,span,537,583,4.287944495952124e-5,0,0
supervision,subsid,subsided,537,539,4.287944495952124e-5,0,0
supervision,abandon,abandoned,536,584,4.279959496890761e-5,0,0
supervision,sib,sibs,536,141,4.279959496890761e-5,0,0
supervision,coeffici,coefficient,535,342,4.271974497829398e-5,0,0
supervision,penetr,penetration,535,434,4.271974497829398e-5,0,0
supervision,compound,compounded,534,556,4.2639894987680344e-5,0,0
supervision,embark,embarked,534,691,4.2639894987680344e-5,0,0
supervision,unifi,unified,534,506,4.2639894987680344e-5,0,0
supervision,arm,arms,533,442,4.2560044997066714e-5,0,0
supervision,boj,boj,533,180,4.2560044997066714e-5,0,0
supervision,revisit,revisited,533,547,4.2560044997066714e-5,0,0
supervision,supplier,suppliers,533,595,4.2560044997066714e-5,0,0
supervision,undergo,undergoing,533,618,4.2560044997066714e-5,0,0
supervision,alik,alike,532,604,4.2480195006453076e-5,0,0
supervision,eman,emanating,532,557,4.2480195006453076e-5,0,0
supervision,hesit,hesitate,532,622,4.2480195006453076e-5,0,0
supervision,unlimit,unlimited,532,486,4.2480195006453076e-5,0,0
supervision,van,van,532,448,4.2480195006453076e-5,0,0
supervision,bretton,bretton,531,400,4.2400345015839446e-5,0,0
supervision,msme,msme,531,109,4.2400345015839446e-5,0,0
supervision,gfc,gfc,530,175,4.232049502522581e-5,0,0
supervision,classifi,classified,529,500,4.224064503461218e-5,0,0
supervision,corridor,corridor,528,288,4.216079504399854e-5,0,0
supervision,downgrad,downgrade,527,439,4.208094505338491e-5,0,0
supervision,impetus,impetus,527,661,4.208094505338491e-5,0,0
supervision,mexican,mexican,527,379,4.208094505338491e-5,0,0
supervision,shop,shopping,527,543,4.208094505338491e-5,0,0
supervision,barrel,barrel,526,416,4.2001095062771274e-5,0,0
supervision,overshoot,overshooting,526,483,4.2001095062771274e-5,0,0
supervision,speaker,speakers,526,649,4.2001095062771274e-5,0,0
supervision,fca,fca,525,237,4.192124507215764e-5,0,0
supervision,sovereignti,sovereignty,525,405,4.192124507215764e-5,0,0
supervision,sydney,sydney,525,460,4.192124507215764e-5,0,0
supervision,bcbs,bcbs,524,254,4.1841395081544006e-5,0,0
supervision,streamlin,streamline,524,499,4.1841395081544006e-5,0,0
supervision,unstabl,unstable,524,575,4.1841395081544006e-5,0,0
supervision,deutsch,deutsche,523,480,4.1761545090930376e-5,0,0
supervision,ensu,ensuing,523,602,4.1761545090930376e-5,0,0
supervision,exogen,exogenous,523,453,4.1761545090930376e-5,0,0
supervision,trap,trap,523,429,4.1761545090930376e-5,0,0
supervision,viewpoint,viewpoint,523,485,4.1761545090930376e-5,0,0
supervision,evidenc,evidenced,522,601,4.168169510031674e-5,0,0
supervision,imped,impede,522,612,4.168169510031674e-5,0,0
supervision,keyn,keynes,522,298,4.168169510031674e-5,0,0
supervision,centralis,centralised,521,425,4.160184510970311e-5,0,0
supervision,compress,compression,521,498,4.160184510970311e-5,0,0
supervision,indispens,indispensable,521,592,4.160184510970311e-5,0,0
supervision,terrorist,terrorist,520,386,4.152199511908947e-5,0,0
supervision,win,win,520,551,4.152199511908947e-5,0,0
supervision,graduat,graduates,519,547,4.144214512847584e-5,0,0
supervision,rebuild,rebuilding,519,518,4.144214512847584e-5,0,0
supervision,jame,james,518,479,4.13622951378622e-5,0,0
supervision,tangibl,tangible,518,599,4.13622951378622e-5,0,0
supervision,permiss,permissible,517,386,4.128244514724857e-5,0,0
supervision,race,race,516,370,4.120259515663494e-5,0,0
supervision,reassur,reassuring,516,560,4.120259515663494e-5,0,0
supervision,routin,routine,516,499,4.120259515663494e-5,0,0
supervision,preval,prevalent,515,537,4.1122745166021305e-5,0,0
supervision,award,award,514,497,4.1042895175407675e-5,0,0
supervision,brussel,brussels,514,490,4.1042895175407675e-5,0,0
supervision,finalis,finalised,514,464,4.1042895175407675e-5,0,0
supervision,coronavirus,coronavirus,513,373,4.096304518479404e-5,0,0
supervision,discoveri,discovery,513,426,4.096304518479404e-5,0,0
supervision,flight,flight,513,448,4.096304518479404e-5,0,0
supervision,fsa,fsa,512,217,4.088319519418041e-5,0,0
supervision,chf,chf,511,218,4.080334520356677e-5,0,0
supervision,taxat,taxation,511,466,4.080334520356677e-5,0,0
supervision,oxford,oxford,510,439,4.072349521295314e-5,0,0
supervision,subordin,subordinated,510,343,4.072349521295314e-5,0,0
supervision,usag,usage,510,472,4.072349521295314e-5,0,0
supervision,bonus,bonuses,509,440,4.06436452223395e-5,0,0
supervision,suspect,suspect,509,624,4.06436452223395e-5,0,0
supervision,charl,charles,508,466,4.056379523172587e-5,0,0
supervision,marketplac,marketplace,508,480,4.056379523172587e-5,0,0
supervision,raw,raw,508,560,4.056379523172587e-5,0,0
supervision,embrac,embrace,507,620,4.0483945241112235e-5,0,0
supervision,jump,jump,507,604,4.0483945241112235e-5,0,0
supervision,tonight,tonight,507,504,4.0483945241112235e-5,0,0
supervision,propag,propagation,505,425,4.032424525988497e-5,0,0
supervision,told,told,505,637,4.032424525988497e-5,0,0
supervision,complaint,complaints,504,267,4.024439526927134e-5,0,0
supervision,deni,deny,504,556,4.024439526927134e-5,0,0
supervision,diffus,diffusion,504,459,4.024439526927134e-5,0,0
supervision,tap,tap,504,507,4.024439526927134e-5,0,0
supervision,dri,dried,503,549,4.01645452786577e-5,0,0
supervision,shed,shed,503,590,4.01645452786577e-5,0,0
supervision,array,array,502,542,4.008469528804407e-5,0,0
supervision,sifi,sifis,502,145,4.008469528804407e-5,0,0
supervision,keynesian,keynesian,498,329,3.9765295325589534e-5,0,0
supervision,satisfactori,satisfactory,498,495,3.9765295325589534e-5,0,0
supervision,necessit,necessitated,497,527,3.9685445334975904e-5,0,0
supervision,politician,politicians,497,444,3.9685445334975904e-5,0,0
supervision,receipt,receipts,497,426,3.9685445334975904e-5,0,0
supervision,specialis,specialised,497,446,3.9685445334975904e-5,0,0
supervision,residu,residual,495,452,3.9525745353748636e-5,0,0
supervision,simpler,simpler,495,372,3.9525745353748636e-5,0,0
supervision,unknown,unknown,495,444,3.9525745353748636e-5,0,0
supervision,alia,alia,494,475,3.9445895363135e-5,0,0
supervision,entrench,entrenched,494,611,3.9445895363135e-5,0,0
supervision,linear,linear,494,406,3.9445895363135e-5,0,0
supervision,edit,edition,493,515,3.936604537252137e-5,0,0
supervision,exact,exact,493,578,3.936604537252137e-5,0,0
supervision,francisco,francisco,493,372,3.936604537252137e-5,0,0
supervision,precautionari,precautionary,493,471,3.936604537252137e-5,0,0
supervision,finish,finish,492,618,3.928619538190773e-5,0,0
supervision,impedi,impediments,492,524,3.928619538190773e-5,0,0
supervision,seller,sellers,492,384,3.928619538190773e-5,0,0
supervision,candid,candidate,491,461,3.92063453912941e-5,0,0
supervision,nonfinanci,nonfinancial,491,364,3.92063453912941e-5,0,0
supervision,opt,opt,491,486,3.92063453912941e-5,0,0
supervision,tremend,tremendous,491,614,3.92063453912941e-5,0,0
supervision,unclear,unclear,491,537,3.92063453912941e-5,0,0
supervision,bold,bold,490,513,3.9126495400680464e-5,0,0
supervision,inspir,inspired,489,658,3.9046645410066833e-5,0,0
supervision,lockdown,lockdown,489,279,3.9046645410066833e-5,0,0
supervision,outsourc,outsourcing,489,353,3.9046645410066833e-5,0,0
supervision,stream,stream,489,529,3.9046645410066833e-5,0,0
supervision,endogen,endogenous,488,403,3.8966795419453196e-5,0,0
supervision,indonesian,indonesian,488,168,3.8966795419453196e-5,0,0
supervision,neglect,neglect,488,533,3.8966795419453196e-5,0,0
supervision,richard,richard,487,473,3.8886945428839566e-5,0,0
supervision,destin,destination,486,574,3.880709543822593e-5,0,0
supervision,exhaust,exhausted,486,545,3.880709543822593e-5,0,0
supervision,interoper,interoperability,486,258,3.880709543822593e-5,0,0
supervision,freeli,freely,485,549,3.87272454476123e-5,0,0
supervision,prone,prone,484,538,3.864739545699866e-5,0,0
supervision,rogoff,rogoff,484,338,3.864739545699866e-5,0,0
supervision,cheaper,cheaper,483,567,3.856754546638503e-5,0,0
supervision,conceiv,conceivable,483,588,3.856754546638503e-5,0,0
supervision,overwhelm,overwhelming,483,577,3.856754546638503e-5,0,0
supervision,whilst,whilst,483,385,3.856754546638503e-5,0,0
supervision,empow,empower,481,485,3.840784548515776e-5,0,0
supervision,endors,endorsed,481,495,3.840784548515776e-5,0,0
supervision,mirror,mirror,481,537,3.840784548515776e-5,0,0
supervision,nationwid,nationwide,481,432,3.840784548515776e-5,0,0
supervision,thirti,thirty,481,559,3.840784548515776e-5,0,0
supervision,borio,borio,480,256,3.832799549454413e-5,0,0
supervision,increment,incremental,480,468,3.832799549454413e-5,0,0
supervision,trough,trough,480,457,3.832799549454413e-5,0,0
supervision,violat,violations,479,381,3.8248145503930496e-5,0,0
supervision,conglomer,conglomerates,478,204,3.8168295513316865e-5,0,0
supervision,learnt,learnt,478,479,3.8168295513316865e-5,0,0
supervision,overlap,overlapping,478,450,3.8168295513316865e-5,0,0
supervision,apprais,appraisal,477,339,3.808844552270323e-5,0,0
supervision,cre,cre,477,70,3.808844552270323e-5,0,0
supervision,load,loaded,477,398,3.808844552270323e-5,0,0
supervision,spike,spike,477,518,3.808844552270323e-5,0,0
supervision,crime,crime,476,243,3.80085955320896e-5,0,0
supervision,opaqu,opaque,476,425,3.80085955320896e-5,0,0
supervision,outreach,outreach,476,392,3.80085955320896e-5,0,0
supervision,concert,concerted,475,526,3.792874554147596e-5,0,0
supervision,decentralis,decentralised,474,331,3.784889555086233e-5,0,0
supervision,democraci,democracy,474,479,3.784889555086233e-5,0,0
supervision,villag,villages,474,257,3.784889555086233e-5,0,0
supervision,etf,etfs,473,249,3.776904556024869e-5,0,0
supervision,infer,infer,473,465,3.776904556024869e-5,0,0
supervision,sooner,sooner,473,622,3.776904556024869e-5,0,0
supervision,chancellor,chancellor,472,378,3.768919556963506e-5,0,0
supervision,mumbai,mumbai,472,490,3.768919556963506e-5,0,0
supervision,redistribut,redistribution,472,427,3.768919556963506e-5,0,0
supervision,sit,sit,472,553,3.768919556963506e-5,0,0
supervision,trader,traders,472,364,3.768919556963506e-5,0,0
supervision,commensur,commensurate,471,517,3.7609345579021425e-5,0,0
supervision,homeown,homeowners,471,294,3.7609345579021425e-5,0,0
supervision,slope,slope,471,329,3.7609345579021425e-5,0,0
supervision,hindsight,hindsight,470,475,3.7529495588407795e-5,0,0
supervision,keen,keen,470,587,3.7529495588407795e-5,0,0
supervision,postpon,postponed,470,476,3.7529495588407795e-5,0,0
supervision,industrialis,industrialised,469,446,3.744964559779416e-5,0,0
supervision,npl,npl,469,168,3.744964559779416e-5,0,0
supervision,plot,plots,469,323,3.744964559779416e-5,0,0
supervision,taper,tapering,469,351,3.744964559779416e-5,0,0
supervision,analog,analogy,468,459,3.736979560718053e-5,0,0
supervision,mileston,milestone,468,530,3.736979560718053e-5,0,0
supervision,proposit,proposition,468,450,3.736979560718053e-5,0,0
supervision,campaign,campaign,467,425,3.728994561656689e-5,0,0
supervision,collateralis,collateralised,467,318,3.728994561656689e-5,0,0
supervision,devalu,devaluation,467,437,3.728994561656689e-5,0,0
supervision,gender,gender,467,206,3.728994561656689e-5,0,0
supervision,misalign,misalignments,467,338,3.728994561656689e-5,0,0
supervision,stretch,stretched,467,526,3.728994561656689e-5,0,0
supervision,warm,warm,467,525,3.728994561656689e-5,0,0
supervision,granular,granular,466,294,3.721009562595326e-5,0,0
supervision,personnel,personnel,466,428,3.721009562595326e-5,0,0
supervision,sixth,sixth,465,518,3.713024563533962e-5,0,0
supervision,tradabl,tradable,465,345,3.713024563533962e-5,0,0
supervision,ceas,cease,464,487,3.705039564472599e-5,0,0
supervision,backward,backward,463,459,3.697054565411236e-5,0,0
supervision,commenc,commenced,463,495,3.697054565411236e-5,0,0
supervision,destruct,destruction,463,539,3.697054565411236e-5,0,0
supervision,escal,escalation,463,522,3.697054565411236e-5,0,0
supervision,mpr,mpr,463,200,3.697054565411236e-5,0,0
supervision,disproportion,disproportionately,462,573,3.6890695663498724e-5,0,0
supervision,confidenti,confidentiality,461,304,3.6810845672885094e-5,0,0
supervision,dissip,dissipate,461,539,3.6810845672885094e-5,0,0
supervision,dysfunct,dysfunction,460,306,3.673099568227146e-5,0,0
supervision,oct,oct,460,223,3.673099568227146e-5,0,0
supervision,fellow,fellow,459,582,3.6651145691657826e-5,0,0
supervision,foot,footing,459,557,3.6651145691657826e-5,0,0
supervision,inaugur,inaugural,459,550,3.6651145691657826e-5,0,0
supervision,mpm,mpm,459,147,3.6651145691657826e-5,0,0
supervision,drastic,drastic,458,535,3.657129570104419e-5,0,0
supervision,fuell,fuelled,458,478,3.657129570104419e-5,0,0
supervision,greek,greek,458,271,3.657129570104419e-5,0,0
supervision,premis,premise,458,471,3.657129570104419e-5,0,0
supervision,yesterday,yesterday,458,483,3.657129570104419e-5,0,0
supervision,meantim,meantime,457,604,3.649144571043056e-5,0,0
supervision,proof,proof,457,458,3.649144571043056e-5,0,0
supervision,roadmap,roadmap,457,346,3.649144571043056e-5,0,0
supervision,tranch,tranches,457,254,3.649144571043056e-5,0,0
supervision,detriment,detrimental,456,502,3.641159571981692e-5,0,0
supervision,medic,medical,456,431,3.641159571981692e-5,0,0
supervision,interv,interval,455,381,3.633174572920329e-5,0,0
supervision,mimeo,mimeo,455,323,3.633174572920329e-5,0,0
supervision,salari,salaries,455,431,3.633174572920329e-5,0,0
supervision,automobil,automobile,454,429,3.6251895738589654e-5,0,0
supervision,jul,jul,454,167,3.6251895738589654e-5,0,0
supervision,label,label,454,438,3.6251895738589654e-5,0,0
supervision,twin,twin,454,433,3.6251895738589654e-5,0,0
supervision,lesser,lesser,453,580,3.6172045747976024e-5,0,0
supervision,civil,civil,452,476,3.6092195757362386e-5,0,0
supervision,outweigh,outweigh,452,519,3.6092195757362386e-5,0,0
supervision,charact,character,451,505,3.6012345766748756e-5,0,0
supervision,indebt,indebted,451,380,3.6012345766748756e-5,0,0
supervision,place,placing,451,534,3.6012345766748756e-5,0,0
supervision,semi,semi,451,399,3.6012345766748756e-5,0,0
supervision,ccyb,ccyb,450,54,3.593249577613512e-5,0,0
supervision,restraint,restraint,450,502,3.593249577613512e-5,0,0
supervision,ring,ring,449,261,3.585264578552149e-5,0,0
supervision,shin,shin,449,232,3.585264578552149e-5,0,0
supervision,contempl,contemplated,448,490,3.577279579490785e-5,0,0
supervision,pickup,pickup,448,480,3.577279579490785e-5,0,0
supervision,contin,continent,447,483,3.569294580429422e-5,0,0
supervision,contractu,contractual,447,371,3.569294580429422e-5,0,0
supervision,legitimaci,legitimacy,447,343,3.569294580429422e-5,0,0
supervision,maxim,maximize,447,524,3.569294580429422e-5,0,0
supervision,occup,occupations,446,366,3.5613095813680584e-5,0,0
supervision,pledg,pledge,446,434,3.5613095813680584e-5,0,0
supervision,reced,receded,446,517,3.5613095813680584e-5,0,0
supervision,payrol,payroll,445,396,3.553324582306695e-5,0,0
supervision,counteract,counteract,444,469,3.545339583245332e-5,0,0
supervision,encount,encountered,444,543,3.545339583245332e-5,0,0
supervision,instant,instant,444,337,3.545339583245332e-5,0,0
supervision,rethink,rethinking,444,440,3.545339583245332e-5,0,0
supervision,conjunct,conjunction,443,501,3.5373545841839686e-5,0,0
supervision,kyc,kyc,443,170,3.5373545841839686e-5,0,0
supervision,senat,senate,443,440,3.5373545841839686e-5,0,0
supervision,appeal,appeal,442,506,3.5293695851226055e-5,0,0
supervision,policyhold,policyholders,441,115,3.521384586061242e-5,0,0
supervision,rajan,rajan,441,302,3.521384586061242e-5,0,0
supervision,sir,sir,441,400,3.521384586061242e-5,0,0
supervision,dealt,dealt,440,514,3.513399586999879e-5,0,0
supervision,patient,patient,440,392,3.513399586999879e-5,0,0
supervision,chequ,cheques,439,219,3.505414587938515e-5,0,0
supervision,undu,undue,438,465,3.497429588877152e-5,0,0
supervision,wish,wishes,438,555,3.497429588877152e-5,0,0
supervision,allot,allotment,437,301,3.489444589815788e-5,0,0
supervision,discrimin,discrimination,437,316,3.489444589815788e-5,0,0
supervision,cabinet,cabinet,435,302,3.4734745916930615e-5,0,0
supervision,sizabl,sizable,435,490,3.4734745916930615e-5,0,0
supervision,destabil,destabilizing,434,436,3.4654895926316985e-5,0,0
supervision,annuiti,annuity,433,114,3.457504593570335e-5,0,0
supervision,delight,delighted,433,648,3.457504593570335e-5,0,0
supervision,banco,banco,432,328,3.449519594508972e-5,0,0
supervision,mere,mere,432,526,3.449519594508972e-5,0,0
supervision,nonperform,nonperforming,432,287,3.449519594508972e-5,0,0
supervision,reconstruct,reconstruction,432,340,3.449519594508972e-5,0,0
supervision,referendum,referendum,432,255,3.449519594508972e-5,0,0
supervision,prudenc,prudence,431,438,3.441534595447608e-5,0,0
supervision,recours,recourse,431,393,3.441534595447608e-5,0,0
supervision,variant,variant,431,352,3.441534595447608e-5,0,0
supervision,escap,escape,430,541,3.433549596386245e-5,0,0
supervision,fora,fora,430,371,3.433549596386245e-5,0,0
supervision,interchang,interchange,430,182,3.433549596386245e-5,0,0
supervision,interfer,interference,430,427,3.433549596386245e-5,0,0
supervision,narrat,narrative,430,300,3.433549596386245e-5,0,0
supervision,navig,navigate,430,474,3.433549596386245e-5,0,0
supervision,radic,radical,429,466,3.425564597324881e-5,0,0
supervision,reject,rejected,428,425,3.417579598263518e-5,0,0
supervision,zealand,zealand,428,412,3.417579598263518e-5,0,0
supervision,argentina,argentina,427,314,3.409594599202155e-5,0,0
supervision,endur,enduring,427,514,3.409594599202155e-5,0,0
supervision,flood,flood,427,347,3.409594599202155e-5,0,0
supervision,rulemak,rulemaking,427,211,3.409594599202155e-5,0,0
supervision,avenu,avenues,426,447,3.4016096001407915e-5,0,0
supervision,prematur,premature,426,480,3.4016096001407915e-5,0,0
supervision,squar,square,426,448,3.4016096001407915e-5,0,0
supervision,flaw,flaws,425,402,3.3936246010794284e-5,0,0
supervision,ill,ill,425,455,3.3936246010794284e-5,0,0
supervision,mishkin,mishkin,425,195,3.3936246010794284e-5,0,0
supervision,mislead,misleading,425,467,3.3936246010794284e-5,0,0
supervision,surfac,surface,425,479,3.3936246010794284e-5,0,0
supervision,fenc,fencing,424,207,3.385639602018065e-5,0,0
supervision,gertler,gertler,424,190,3.385639602018065e-5,0,0
supervision,scientif,scientific,424,434,3.385639602018065e-5,0,0
supervision,sphere,sphere,424,479,3.385639602018065e-5,0,0
supervision,irrespect,irrespective,423,489,3.377654602956702e-5,0,0
supervision,noteworthi,noteworthy,423,489,3.377654602956702e-5,0,0
supervision,verifi,verify,423,378,3.377654602956702e-5,0,0
supervision,eros,erosion,422,446,3.369669603895338e-5,0,0
supervision,mild,mild,422,450,3.369669603895338e-5,0,0
supervision,regress,regression,422,329,3.369669603895338e-5,0,0
supervision,rescu,rescue,422,400,3.369669603895338e-5,0,0
supervision,disput,dispute,421,437,3.361684604833975e-5,0,0
supervision,bare,barely,420,533,3.353699605772611e-5,0,0
supervision,district,district,420,355,3.353699605772611e-5,0,0
supervision,manipul,manipulation,420,322,3.353699605772611e-5,0,0
supervision,needless,needless,420,476,3.353699605772611e-5,0,0
supervision,par,par,420,445,3.353699605772611e-5,0,0
supervision,aspir,aspirations,419,494,3.345714606711248e-5,0,0
supervision,claus,clause,419,336,3.345714606711248e-5,0,0
supervision,crimin,criminal,419,239,3.345714606711248e-5,0,0
supervision,draghi,draghi,419,318,3.345714606711248e-5,0,0
supervision,disburs,disbursement,418,274,3.3377296076498844e-5,0,0
supervision,crowd,crowd,417,455,3.3297446085885214e-5,0,0
supervision,cryptocurr,cryptocurrencies,417,80,3.3297446085885214e-5,0,0
supervision,halt,halt,417,507,3.3297446085885214e-5,0,0
supervision,trichet,trichet,415,430,3.3137746104657946e-5,0,0
supervision,adult,adults,414,357,3.305789611404431e-5,0,0
supervision,children,children,414,462,3.305789611404431e-5,0,0
